X,cep,aps,aps_normalizada,Latitude,Longitude,lat_aps,long_aps,centerLat,centerLong,grupo,
184,22250000,17001150,1,-22.9407036,-43.1762808,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9407036,-43.1762808,2,1],"
185,22260181,17001150,1,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9477513,-43.1928756,0,1],"
186,22260180,17001150,1,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9477513,-43.1928756,0,1],"
187,22231030,17001150,1,-22.9413911,-43.1823861,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9413911,-43.1823861,2,1],"
188,22250200,17001150,1,-22.9454015,-43.1837891,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9454015,-43.1837891,2,1],"
189,22260139,17001150,1,-22.9474581,-43.1940794,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9474581,-43.1940794,0,1],"
190,22231050,17001150,1,-22.944054,-43.182221,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.944054,-43.182221,2,1],"
191,22290050,17001150,1,-22.9535516,-43.1795691,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9535516,-43.1795691,2,1],"
192,22290150,17001150,1,-22.9534631,-43.175927,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9534631,-43.175927,2,1],"
193,22250170,17001150,1,-22.9489438,-43.1823363,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9489438,-43.1823363,2,1],"
194,22260149,17001150,1,-22.9474334,-43.1934236,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9474334,-43.1934236,0,1],"
195,22260134,17001150,1,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9477513,-43.1928756,0,1],"
196,22281131,17001150,1,-22.9619796,-43.1904587,-22.971622,-43.188442,-22.9657331,-43.1835126,1,"[-22.9619796,-43.1904587,1,1],"
197,22260183,17001150,1,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9477513,-43.1928756,0,1],"
198,22290130,17001150,1,-22.9613186,-43.1788624,-22.971622,-43.188442,-22.9657331,-43.1835126,1,"[-22.9613186,-43.1788624,1,1],"
199,22290060,17001150,1,-22.9530416,-43.1763296,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9530416,-43.1763296,2,1],"
200,22250904,17001150,1,-22.9407113,-43.1783486,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9407113,-43.1783486,2,1],"
201,22250901,17001150,1,-22.9407113,-43.1783486,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9407113,-43.1783486,2,1],"
202,22250010,17001150,1,-22.9426827,-43.1767365,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9426827,-43.1767365,2,1],"
203,22250909,17001150,1,-22.9407113,-43.1783486,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9407113,-43.1783486,2,1],"
204,22250908,17001150,1,-22.9407113,-43.1783486,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9407113,-43.1783486,2,1],"
205,22260100,17001150,1,-22.9505026,-43.1928846,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9505026,-43.1928846,0,1],"
206,22250906,17001150,1,-22.9407113,-43.1783486,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9407113,-43.1783486,2,1],"
207,22260206,17001150,1,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9477513,-43.1928756,0,1],"
208,22250040,17001150,1,-22.9436733,-43.1812205,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9436733,-43.1812205,2,1],"
209,22260070,17001150,1,-22.9471986,-43.1894146,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9471986,-43.1894146,0,1],"
210,22260195,17001150,1,-22.9486844,-43.1939346,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9486844,-43.1939346,0,1],"
211,22260122,17001150,1,-22.9479827,-43.1929957,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9479827,-43.1929957,0,1],"
212,22250910,17001160,0,-22.9407113,-43.1783486,-22.978205,-43.190641,-22.9489104,-43.1807636,2,"[-22.9407113,-43.1783486,2,0],"
213,22250905,17001150,1,-22.9407113,-43.1783486,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9407113,-43.1783486,2,1],"
214,22260187,17001150,1,-22.9484381,-43.1934552,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9484381,-43.1934552,0,1],"
215,22250145,17001160,0,-22.9439748,-43.1819777,-22.978205,-43.190641,-22.9489104,-43.1807636,2,"[-22.9439748,-43.1819777,2,0],"
216,22251050,17001150,1,-22.9469131,-43.1857716,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9469131,-43.1857716,2,1],"
217,22260105,17001150,1,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9477513,-43.1928756,0,1],"
218,22250907,17001150,1,-22.9407113,-43.1783486,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9407113,-43.1783486,2,1],"
219,22270080,17001150,1,-22.9534746,-43.1925763,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9534746,-43.1925763,0,1],"
220,22281010,17001150,1,-22.9527293,-43.1945297,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9527293,-43.1945297,0,1],"
221,22250900,17001150,1,-22.9407113,-43.1783486,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9407113,-43.1783486,2,1],"
222,22280110,17001150,1,-22.957009,-43.1830499,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.957009,-43.1830499,2,1],"
223,22280070,17001150,1,-22.9556167,-43.1840454,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9556167,-43.1840454,2,1],"
224,22260155,17001150,1,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9477513,-43.1928756,0,1],"
225,22231000,17001150,1,-22.9407036,-43.1762808,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9407036,-43.1762808,2,1],"
226,22260020,17001150,1,-22.9472243,-43.1881107,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9472243,-43.1881107,0,1],"
227,22270020,17001150,1,-22.9547872,-43.1940411,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9547872,-43.1940411,0,1],"
228,22260169,17001150,1,-22.9474854,-43.1950398,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9474854,-43.1950398,0,1],"
229,22260050,17001150,1,-22.9469666,-43.1896614,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9469666,-43.1896614,0,1],"
230,22260167,17001150,1,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9477513,-43.1928756,0,1],"
231,22271020,17001150,1,-22.9543308,-43.1955963,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9543308,-43.1955963,0,1],"
232,22260120,17001150,1,-22.9499806,-43.1930384,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9499806,-43.1930384,0,1],"
233,22290190,17001150,1,-22.9517648,-43.1769231,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9517648,-43.1769231,2,1],"
234,22250160,17001150,1,-22.9522193,-43.1818986,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9522193,-43.1818986,2,1],"
235,22280080,17001150,1,-22.9560113,-43.1849921,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9560113,-43.1849921,2,1],"
236,22281110,17001150,1,-22.9595919,-43.1921123,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9595919,-43.1921123,0,1],"
237,22260154,17001150,1,-22.9471641,-43.1939788,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9471641,-43.1939788,0,1],"
238,22251030,17001150,1,-22.9443217,-43.1865825,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9443217,-43.1865825,2,1],"
239,22260166,17001150,1,-22.9468389,-43.1945749,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9468389,-43.1945749,0,1],"
240,22230090,17001150,1,-22.9398553,-43.179413,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9398553,-43.179413,2,1],"
241,22260193,17001150,1,-22.9485626,-43.1939387,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9485626,-43.1939387,0,1],"
242,22260205,17001150,1,-22.9481313,-43.1944607,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9481313,-43.1944607,0,1],"
243,22250911,17001160,0,-22.9407113,-43.1783486,-22.978205,-43.190641,-22.9489104,-43.1807636,2,"[-22.9407113,-43.1783486,2,0],"
244,22271000,17001150,1,-22.9544478,-43.1958406,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9544478,-43.1958406,0,1],"
245,22260199,17001150,1,-22.9485691,-43.1945529,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9485691,-43.1945529,0,1],"
246,22280030,17001150,1,-22.9512535,-43.1873484,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9512535,-43.1873484,0,1],"
247,22281150,17001150,1,-22.9604604,-43.1906697,-22.971622,-43.188442,-22.9657331,-43.1835126,1,"[-22.9604604,-43.1906697,1,1],"
248,22270070,17001150,1,-22.9502716,-43.1920241,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9502716,-43.1920241,0,1],"
249,22290904,17001150,1,-22.9534631,-43.175927,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9534631,-43.175927,2,1],"
250,22260196,17001150,1,-22.9483226,-43.1944442,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9483226,-43.1944442,0,1],"
251,22260146,17001150,1,-22.9474922,-43.1934158,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9474922,-43.1934158,0,1],"
252,22290000,17001150,1,-22.9545568,-43.182559,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9545568,-43.182559,2,1],"
253,22260172,17001150,1,-22.9468548,-43.1941207,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9468548,-43.1941207,0,1],"
254,22290031,17001150,1,-22.9535588,-43.1815471,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9535588,-43.1815471,2,1],"
255,22260136,17001150,1,-22.9475723,-43.1945213,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9475723,-43.1945213,0,1],"
256,22260164,17001150,1,-22.9471654,-43.1951107,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9471654,-43.1951107,0,1],"
257,22260010,17001150,1,-22.9494375,-43.186596,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9494375,-43.186596,2,1],"
258,22260186,17001150,1,-22.9482868,-43.1938301,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9482868,-43.1938301,0,1],"
259,22260179,17001150,1,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9477513,-43.1928756,0,1],"
260,22260153,17001150,1,-22.947179,-43.1942444,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.947179,-43.1942444,0,1],"
261,22260201,17001150,1,-22.9485797,-43.1941119,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9485797,-43.1941119,0,1],"
262,22280020,17001150,1,-22.9529417,-43.188611,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9529417,-43.188611,0,1],"
263,22260145,17001150,1,-22.9475717,-43.1937173,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9475717,-43.1937173,0,1],"
264,22290030,17001150,1,-22.9522756,-43.1824792,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9522756,-43.1824792,2,1],"
265,22260090,17001150,1,-22.94784,-43.1898369,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.94784,-43.1898369,0,1],"
266,22260125,17001150,1,-22.9479672,-43.1934729,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9479672,-43.1934729,0,1],"
267,22260162,17001150,1,-22.9471444,-43.1943731,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9471444,-43.1943731,0,1],"
268,22260156,17001150,1,-22.9470197,-43.1942175,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9470197,-43.1942175,0,1],"
269,22260182,17001150,1,-22.9466969,-43.1945228,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9466969,-43.1945228,0,1],"
270,22260142,17001150,1,-22.9473716,-43.1944241,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9473716,-43.1944241,0,1],"
271,22281100,17001150,1,-22.9588106,-43.1924914,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9588106,-43.1924914,0,1],"
272,22290973,17001170,3,-22.9534631,-43.175927,-22.937902,-43.190976,-22.9489104,-43.1807636,2,"[-22.9534631,-43.175927,2,3],"
273,22231020,17001150,1,-22.9415451,-43.1814763,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9415451,-43.1814763,2,1],"
274,22231060,17001150,1,-22.9407365,-43.1826224,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9407365,-43.1826224,2,1],"
275,22260176,17001150,1,-22.9467883,-43.1939055,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9467883,-43.1939055,0,1],"
276,22281020,17001150,1,-22.953138,-43.1943433,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.953138,-43.1943433,0,1],"
277,22290080,17001150,1,-22.9558314,-43.1803273,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9558314,-43.1803273,2,1],"
278,22281060,17001150,1,-22.9566669,-43.1929782,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9566669,-43.1929782,0,1],"
279,22280005,17001150,1,-22.9560109,-43.1853547,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9560109,-43.1853547,2,1],"
280,22290040,17001150,1,-22.9530406,-43.1771388,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9530406,-43.1771388,2,1],"
281,22290901,17001150,1,-22.9534631,-43.175927,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9534631,-43.175927,2,1],"
282,22280002,17001150,1,-22.9566508,-43.187219,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9566508,-43.187219,0,1],"
283,22231040,17001150,1,-22.941918,-43.1822395,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.941918,-43.1822395,2,1],"
284,22290905,17001150,1,-22.9534631,-43.175927,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9534631,-43.175927,2,1],"
285,22280060,17001150,1,-22.9554261,-43.1863315,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9554261,-43.1863315,0,1],"
286,22270060,17001150,1,-22.9495172,-43.1888273,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9495172,-43.1888273,0,1],"
287,22281040,17001150,1,-22.9557592,-43.1933571,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9557592,-43.1933571,0,1],"
288,22281090,17001150,1,-22.9578211,-43.1952063,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9578211,-43.1952063,0,1],"
289,22280970,17001150,1,-22.9557893,-43.1831914,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9557893,-43.1831914,2,1],"
290,22260197,17001150,1,-22.9488696,-43.1940338,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9488696,-43.1940338,0,1],"
291,22280004,17001150,1,-22.9560109,-43.1853547,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9560109,-43.1853547,2,1],"
292,22260190,17001150,1,-22.9514378,-43.1984893,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9514378,-43.1984893,0,1],"
293,22280003,17001150,1,-22.9573422,-43.1892424,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9573422,-43.1892424,0,1],"
294,22281050,17001150,1,-22.9554286,-43.1924703,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9554286,-43.1924703,0,1],"
295,22281140,17001150,1,-22.9610834,-43.1905699,-22.971622,-43.188442,-22.9657331,-43.1835126,1,"[-22.9610834,-43.1905699,1,1],"
296,22260005,17001210,2,-22.9506728,-43.184179,-22.977273,-43.190863,-22.9489104,-43.1807636,2,"[-22.9506728,-43.184179,2,2],"
297,22290972,17001150,1,-22.9534631,-43.175927,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9534631,-43.175927,2,1],"
298,22260143,17001150,1,-22.9473362,-43.1939237,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9473362,-43.1939237,0,1],"
299,22251010,17001150,1,-22.9418151,-43.1885069,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9418151,-43.1885069,0,1],"
300,22260128,17001150,1,-22.9479212,-43.1937562,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9479212,-43.1937562,0,1],"
301,22260194,17001150,1,-22.9488647,-43.1939761,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9488647,-43.1939761,0,1],"
302,22271010,17001150,1,-22.9530461,-43.1953903,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9530461,-43.1953903,0,1],"
303,22260129,17001150,1,-22.9481748,-43.1938876,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9481748,-43.1938876,0,1],"
304,22271100,17001150,1,-22.9552929,-43.1888967,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9552929,-43.1888967,0,1],"
305,22251000,17001150,1,-22.9406322,-43.1869807,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9406322,-43.1869807,2,1],"
306,22290906,17001150,1,-22.9534631,-43.175927,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9534631,-43.175927,2,1],"
307,22260040,17001150,1,-22.9471387,-43.1893099,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9471387,-43.1893099,0,1],"
308,22280090,17001150,1,-22.9556167,-43.1840454,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9556167,-43.1840454,2,1],"
309,22251020,17001150,1,-22.9418151,-43.1885069,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9418151,-43.1885069,0,1],"
310,22231010,17001150,1,-22.9409766,-43.182298,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9409766,-43.182298,2,1],"
311,22260203,17001150,1,-22.9482546,-43.1942906,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9482546,-43.1942906,0,1],"
312,22251060,17001150,1,-22.9461807,-43.1868692,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9461807,-43.1868692,2,1],"
313,22260150,17001150,1,-22.948909,-43.1933207,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.948909,-43.1933207,0,1],"
314,22260126,17001150,1,-22.948078,-43.1940512,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.948078,-43.1940512,0,1],"
315,22281000,17001150,1,-22.9527722,-43.1944868,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9527722,-43.1944868,0,1],"
316,22250210,17001150,1,-22.946016,-43.1839194,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.946016,-43.1839194,2,1],"
317,22260127,17001150,1,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9477513,-43.1928756,0,1],"
318,22260140,17001150,1,-22.9487117,-43.1930266,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9487117,-43.1930266,0,1],"
319,22290175,17001150,1,-22.9563687,-43.1760003,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9563687,-43.1760003,2,1],"
320,22251040,17001150,1,-22.9435931,-43.1852571,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9435931,-43.1852571,2,1],"
321,22260132,17001150,1,-22.9479972,-43.1940709,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9479972,-43.1940709,0,1],"
322,22251090,17001150,1,-22.9460328,-43.1842019,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9460328,-43.1842019,2,1],"
323,22290160,17001150,1,-22.9563687,-43.1760003,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9563687,-43.1760003,2,1],"
324,22260177,17001150,1,-22.9465198,-43.1947521,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9465198,-43.1947521,0,1],"
325,22280010,17001150,1,-22.954343,-43.1867689,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.954343,-43.1867689,0,1],"
326,22281900,17001150,1,-22.9521014,-43.1959016,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9521014,-43.1959016,0,1],"
327,22281035,17001150,1,-22.957977,-43.1914505,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.957977,-43.1914505,0,1],"
328,22251080,17001150,1,-22.9478393,-43.1842394,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9478393,-43.1842394,2,1],"
329,22260185,17001150,1,-22.9486427,-43.1935846,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9486427,-43.1935846,0,1],"
330,22281070,17001150,1,-22.9577899,-43.1928645,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9577899,-43.1928645,0,1],"
331,22270050,17001150,1,-22.9521924,-43.1866519,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9521924,-43.1866519,0,1],"
332,22260147,17001150,1,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9477513,-43.1928756,0,1],"
333,22281036,17001150,1,-22.9562868,-43.192116,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9562868,-43.192116,0,1],"
334,22280040,17001150,1,-22.951459,-43.1825358,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.951459,-43.1825358,2,1],"
335,22281034,17001150,1,-22.9524213,-43.1936538,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9524213,-43.1936538,0,1],"
336,22280100,17001150,1,-22.9552405,-43.1831332,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9552405,-43.1831332,2,1],"
337,22281080,17001150,1,-22.9585181,-43.1949606,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9585181,-43.1949606,0,1],"
338,22281033,17001150,1,-22.9524213,-43.1936538,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9524213,-43.1936538,0,1],"
339,22260123,17001150,1,-22.9483455,-43.1932203,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9483455,-43.1932203,0,1],"
340,22270971,17001150,1,-22.9557278,-43.1904547,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9557278,-43.1904547,0,1],"
341,22260000,17001150,1,-22.9493961,-43.1856393,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9493961,-43.1856393,2,1],"
342,22260001,17001150,1,-22.949718,-43.1898046,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.949718,-43.1898046,0,1],"
343,22281032,17001150,1,-22.9589983,-43.1911359,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9589983,-43.1911359,0,1],"
344,22270902,17001150,1,-22.9557278,-43.1904547,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9557278,-43.1904547,0,1],"
345,22260110,17001150,1,-22.9509051,-43.1937294,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9509051,-43.1937294,0,1],"
346,22260900,17001150,1,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9477513,-43.1928756,0,1],"
347,22260030,17001150,1,-22.9472243,-43.1881107,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9472243,-43.1881107,0,1],"
348,22260007,17001150,1,-22.9499643,-43.190542,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9499643,-43.190542,0,1],"
349,22280050,17001150,1,-22.9550475,-43.1855991,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9550475,-43.1855991,2,1],"
350,22260133,17001150,1,-22.9479471,-43.1939319,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9479471,-43.1939319,0,1],"
351,22260009,17001150,1,-22.9505528,-43.1927542,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9505528,-43.1927542,0,1],"
352,22260002,17001150,1,-22.9495841,-43.1868382,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9495841,-43.1868382,0,1],"
353,22260970,17001150,1,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9477513,-43.1928756,0,1],"
354,22260170,17001150,1,-22.9514378,-43.1984893,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9514378,-43.1984893,0,1],"
355,22271091,17001150,1,-22.9577044,-43.1946193,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9577044,-43.1946193,0,1],"
356,22281120,17001150,1,-22.9608029,-43.1913983,-22.971622,-43.188442,-22.9657331,-43.1835126,1,"[-22.9608029,-43.1913983,1,1],"
357,22260003,17001150,1,-22.9497388,-43.1871448,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9497388,-43.1871448,0,1],"
358,22270010,17001150,1,-22.9536336,-43.1906843,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9536336,-43.1906843,0,1],"
359,22270012,17001150,1,-22.952854,-43.188409,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.952854,-43.188409,0,1],"
360,22251070,17001150,1,-22.9469131,-43.1857716,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9469131,-43.1857716,2,1],"
361,22260006,17001150,1,-22.9503067,-43.1928137,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9503067,-43.1928137,0,1],"
362,22270003,17001150,1,-22.9539705,-43.1914239,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9539705,-43.1914239,0,1],"
363,22270001,17001150,1,-22.9528508,-43.1883266,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9528508,-43.1883266,0,1],"
364,22271110,17001150,1,-22.9533303,-43.1898181,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9533303,-43.1898181,0,1],"
365,22290010,17001150,1,-22.9534016,-43.1824267,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9534016,-43.1824267,2,1],"
366,22271092,17001150,1,-22.9576558,-43.1945817,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9576558,-43.1945817,0,1],"
367,22270000,17001150,1,-22.9507292,-43.1817215,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9507292,-43.1817215,2,1],"
