X,cep,aps,Latitude,Longitude,lat_aps,long_aps,centerLat,centerLong,grupo
269,22260182,17001150,-22.9466969,-43.1945228,-22.971622,-43.188442,-22.9505288,-43.1926064,0
270,22260142,17001150,-22.9473716,-43.1944241,-22.971622,-43.188442,-22.9505288,-43.1926064,0
271,22281100,17001150,-22.9588106,-43.1924914,-22.971622,-43.188442,-22.9505288,-43.1926064,0
272,22290973,17001170,-22.9534631,-43.175927,-22.937902,-43.190976,-22.9489104,-43.1807636,2
273,22231020,17001150,-22.9415451,-43.1814763,-22.971622,-43.188442,-22.9489104,-43.1807636,2
274,22231060,17001150,-22.9407365,-43.1826224,-22.971622,-43.188442,-22.9489104,-43.1807636,2
275,22260176,17001150,-22.9467883,-43.1939055,-22.971622,-43.188442,-22.9505288,-43.1926064,0
276,22281020,17001150,-22.953138,-43.1943433,-22.971622,-43.188442,-22.9505288,-43.1926064,0
277,22290080,17001150,-22.9558314,-43.1803273,-22.971622,-43.188442,-22.9489104,-43.1807636,2
278,22281060,17001150,-22.9566669,-43.1929782,-22.971622,-43.188442,-22.9505288,-43.1926064,0
279,22280005,17001150,-22.9560109,-43.1853547,-22.971622,-43.188442,-22.9489104,-43.1807636,2
280,22290040,17001150,-22.9530406,-43.1771388,-22.971622,-43.188442,-22.9489104,-43.1807636,2
281,22290901,17001150,-22.9534631,-43.175927,-22.971622,-43.188442,-22.9489104,-43.1807636,2
282,22280002,17001150,-22.9566508,-43.187219,-22.971622,-43.188442,-22.9505288,-43.1926064,0
283,22231040,17001150,-22.941918,-43.1822395,-22.971622,-43.188442,-22.9489104,-43.1807636,2
284,22290905,17001150,-22.9534631,-43.175927,-22.971622,-43.188442,-22.9489104,-43.1807636,2
285,22280060,17001150,-22.9554261,-43.1863315,-22.971622,-43.188442,-22.9505288,-43.1926064,0
286,22270060,17001150,-22.9495172,-43.1888273,-22.971622,-43.188442,-22.9505288,-43.1926064,0
287,22281040,17001150,-22.9557592,-43.1933571,-22.971622,-43.188442,-22.9505288,-43.1926064,0
288,22281090,17001150,-22.9578211,-43.1952063,-22.971622,-43.188442,-22.9505288,-43.1926064,0
289,22280970,17001150,-22.9557893,-43.1831914,-22.971622,-43.188442,-22.9489104,-43.1807636,2
290,22260197,17001150,-22.9488696,-43.1940338,-22.971622,-43.188442,-22.9505288,-43.1926064,0
291,22280004,17001150,-22.9560109,-43.1853547,-22.971622,-43.188442,-22.9489104,-43.1807636,2
292,22260190,17001150,-22.9514378,-43.1984893,-22.971622,-43.188442,-22.9505288,-43.1926064,0
293,22280003,17001150,-22.9573422,-43.1892424,-22.971622,-43.188442,-22.9505288,-43.1926064,0
294,22281050,17001150,-22.9554286,-43.1924703,-22.971622,-43.188442,-22.9505288,-43.1926064,0
295,22281140,17001150,-22.9610834,-43.1905699,-22.971622,-43.188442,-22.9657331,-43.1835126,1
296,22260005,17001210,-22.9506728,-43.184179,-22.977273,-43.190863,-22.9489104,-43.1807636,2
297,22290972,17001150,-22.9534631,-43.175927,-22.971622,-43.188442,-22.9489104,-43.1807636,2
298,22260143,17001150,-22.9473362,-43.1939237,-22.971622,-43.188442,-22.9505288,-43.1926064,0
299,22251010,17001150,-22.9418151,-43.1885069,-22.971622,-43.188442,-22.9505288,-43.1926064,0
300,22260128,17001150,-22.9479212,-43.1937562,-22.971622,-43.188442,-22.9505288,-43.1926064,0
301,22260194,17001150,-22.9488647,-43.1939761,-22.971622,-43.188442,-22.9505288,-43.1926064,0
302,22271010,17001150,-22.9530461,-43.1953903,-22.971622,-43.188442,-22.9505288,-43.1926064,0
303,22260129,17001150,-22.9481748,-43.1938876,-22.971622,-43.188442,-22.9505288,-43.1926064,0
304,22271100,17001150,-22.9552929,-43.1888967,-22.971622,-43.188442,-22.9505288,-43.1926064,0
305,22251000,17001150,-22.9406322,-43.1869807,-22.971622,-43.188442,-22.9489104,-43.1807636,2
306,22290906,17001150,-22.9534631,-43.175927,-22.971622,-43.188442,-22.9489104,-43.1807636,2
307,22260040,17001150,-22.9471387,-43.1893099,-22.971622,-43.188442,-22.9505288,-43.1926064,0
308,22280090,17001150,-22.9556167,-43.1840454,-22.971622,-43.188442,-22.9489104,-43.1807636,2
309,22251020,17001150,-22.9418151,-43.1885069,-22.971622,-43.188442,-22.9505288,-43.1926064,0
310,22231010,17001150,-22.9409766,-43.182298,-22.971622,-43.188442,-22.9489104,-43.1807636,2
311,22260203,17001150,-22.9482546,-43.1942906,-22.971622,-43.188442,-22.9505288,-43.1926064,0
312,22251060,17001150,-22.9461807,-43.1868692,-22.971622,-43.188442,-22.9489104,-43.1807636,2
313,22260150,17001150,-22.948909,-43.1933207,-22.971622,-43.188442,-22.9505288,-43.1926064,0
314,22260126,17001150,-22.948078,-43.1940512,-22.971622,-43.188442,-22.9505288,-43.1926064,0
315,22281000,17001150,-22.9527722,-43.1944868,-22.971622,-43.188442,-22.9505288,-43.1926064,0
316,22250210,17001150,-22.946016,-43.1839194,-22.971622,-43.188442,-22.9489104,-43.1807636,2
317,22260127,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0
318,22260140,17001150,-22.9487117,-43.1930266,-22.971622,-43.188442,-22.9505288,-43.1926064,0
319,22290175,17001150,-22.9563687,-43.1760003,-22.971622,-43.188442,-22.9489104,-43.1807636,2
320,22251040,17001150,-22.9435931,-43.1852571,-22.971622,-43.188442,-22.9489104,-43.1807636,2
321,22260132,17001150,-22.9479972,-43.1940709,-22.971622,-43.188442,-22.9505288,-43.1926064,0
322,22251090,17001150,-22.9460328,-43.1842019,-22.971622,-43.188442,-22.9489104,-43.1807636,2
323,22290160,17001150,-22.9563687,-43.1760003,-22.971622,-43.188442,-22.9489104,-43.1807636,2
324,22260177,17001150,-22.9465198,-43.1947521,-22.971622,-43.188442,-22.9505288,-43.1926064,0
325,22280010,17001150,-22.954343,-43.1867689,-22.971622,-43.188442,-22.9505288,-43.1926064,0
326,22281900,17001150,-22.9521014,-43.1959016,-22.971622,-43.188442,-22.9505288,-43.1926064,0
327,22281035,17001150,-22.957977,-43.1914505,-22.971622,-43.188442,-22.9505288,-43.1926064,0
328,22251080,17001150,-22.9478393,-43.1842394,-22.971622,-43.188442,-22.9489104,-43.1807636,2
329,22260185,17001150,-22.9486427,-43.1935846,-22.971622,-43.188442,-22.9505288,-43.1926064,0
330,22281070,17001150,-22.9577899,-43.1928645,-22.971622,-43.188442,-22.9505288,-43.1926064,0
331,22270050,17001150,-22.9521924,-43.1866519,-22.971622,-43.188442,-22.9505288,-43.1926064,0
332,22260147,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0
333,22281036,17001150,-22.9562868,-43.192116,-22.971622,-43.188442,-22.9505288,-43.1926064,0
334,22280040,17001150,-22.951459,-43.1825358,-22.971622,-43.188442,-22.9489104,-43.1807636,2
335,22281034,17001150,-22.9524213,-43.1936538,-22.971622,-43.188442,-22.9505288,-43.1926064,0
336,22280100,17001150,-22.9552405,-43.1831332,-22.971622,-43.188442,-22.9489104,-43.1807636,2
337,22281080,17001150,-22.9585181,-43.1949606,-22.971622,-43.188442,-22.9505288,-43.1926064,0
338,22281033,17001150,-22.9524213,-43.1936538,-22.971622,-43.188442,-22.9505288,-43.1926064,0
339,22260123,17001150,-22.9483455,-43.1932203,-22.971622,-43.188442,-22.9505288,-43.1926064,0
340,22270971,17001150,-22.9557278,-43.1904547,-22.971622,-43.188442,-22.9505288,-43.1926064,0
341,22260000,17001150,-22.9493961,-43.1856393,-22.971622,-43.188442,-22.9489104,-43.1807636,2
342,22260001,17001150,-22.949718,-43.1898046,-22.971622,-43.188442,-22.9505288,-43.1926064,0
343,22281032,17001150,-22.9589983,-43.1911359,-22.971622,-43.188442,-22.9505288,-43.1926064,0
344,22270902,17001150,-22.9557278,-43.1904547,-22.971622,-43.188442,-22.9505288,-43.1926064,0
345,22260110,17001150,-22.9509051,-43.1937294,-22.971622,-43.188442,-22.9505288,-43.1926064,0
346,22260900,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0
347,22260030,17001150,-22.9472243,-43.1881107,-22.971622,-43.188442,-22.9505288,-43.1926064,0
348,22260007,17001150,-22.9499643,-43.190542,-22.971622,-43.188442,-22.9505288,-43.1926064,0
349,22280050,17001150,-22.9550475,-43.1855991,-22.971622,-43.188442,-22.9489104,-43.1807636,2
350,22260133,17001150,-22.9479471,-43.1939319,-22.971622,-43.188442,-22.9505288,-43.1926064,0
351,22260009,17001150,-22.9505528,-43.1927542,-22.971622,-43.188442,-22.9505288,-43.1926064,0
352,22260002,17001150,-22.9495841,-43.1868382,-22.971622,-43.188442,-22.9505288,-43.1926064,0
353,22260970,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0
354,22260170,17001150,-22.9514378,-43.1984893,-22.971622,-43.188442,-22.9505288,-43.1926064,0
355,22271091,17001150,-22.9577044,-43.1946193,-22.971622,-43.188442,-22.9505288,-43.1926064,0
356,22281120,17001150,-22.9608029,-43.1913983,-22.971622,-43.188442,-22.9657331,-43.1835126,1
357,22260003,17001150,-22.9497388,-43.1871448,-22.971622,-43.188442,-22.9505288,-43.1926064,0
358,22270010,17001150,-22.9536336,-43.1906843,-22.971622,-43.188442,-22.9505288,-43.1926064,0
359,22270012,17001150,-22.952854,-43.188409,-22.971622,-43.188442,-22.9505288,-43.1926064,0
360,22251070,17001150,-22.9469131,-43.1857716,-22.971622,-43.188442,-22.9489104,-43.1807636,2
361,22260006,17001150,-22.9503067,-43.1928137,-22.971622,-43.188442,-22.9505288,-43.1926064,0
362,22270003,17001150,-22.9539705,-43.1914239,-22.971622,-43.188442,-22.9505288,-43.1926064,0
363,22270001,17001150,-22.9528508,-43.1883266,-22.971622,-43.188442,-22.9505288,-43.1926064,0
364,22271110,17001150,-22.9533303,-43.1898181,-22.971622,-43.188442,-22.9505288,-43.1926064,0
365,22290010,17001150,-22.9534016,-43.1824267,-22.971622,-43.188442,-22.9489104,-43.1807636,2
366,22271092,17001150,-22.9576558,-43.1945817,-22.971622,-43.188442,-22.9505288,-43.1926064,0
367,22270000,17001150,-22.9507292,-43.1817215,-22.971622,-43.188442,-22.9489104,-43.1807636,2
368,22250180,17001150,-22.946016,-43.1839194,-22.971622,-43.188442,-22.9489104,-43.1807636,2
369,22260178,17001150,-22.9464364,-43.1942244,-22.971622,-43.188442,-22.9505288,-43.1926064,0
370,22270014,17001150,-22.9538479,-43.1907763,-22.971622,-43.188442,-22.9505288,-43.1926064,0
371,22260004,17001150,-22.9499643,-43.190542,-22.971622,-43.188442,-22.9505288,-43.1926064,0
372,22271022,17001150,-22.9568196,-43.1950927,-22.971622,-43.188442,-22.9505288,-43.1926064,0
373,22271021,17001150,-22.9568201,-43.1949794,-22.971622,-43.188442,-22.9505288,-43.1926064,0
374,22270030,17001150,-22.9547147,-43.1904548,-22.971622,-43.188442,-22.9505288,-43.1926064,0
375,22260080,17001150,-22.9474061,-43.188992,-22.971622,-43.188442,-22.9505288,-43.1926064,0
376,22270005,17001150,-22.9551883,-43.1950792,-22.971622,-43.188442,-22.9505288,-43.1926064,0
377,22270016,17001150,-22.954914,-43.1941319,-22.971622,-43.188442,-22.9505288,-43.1926064,0
378,22260158,17001150,-22.9471138,-43.1947542,-22.971622,-43.188442,-22.9505288,-43.1926064,0
379,22270040,17001150,-22.9530406,-43.1771388,-22.971622,-43.188442,-22.9489104,-43.1807636,2
380,22270903,17001150,-22.9557278,-43.1904547,-22.971622,-43.188442,-22.9505288,-43.1926064,0
381,22270901,17001150,-22.9557278,-43.1904547,-22.971622,-43.188442,-22.9505288,-43.1926064,0
382,22270900,17001150,-22.9557278,-43.1904547,-22.971622,-43.188442,-22.9505288,-43.1926064,0
383,22280120,17001150,-22.9568147,-43.1826014,-22.971622,-43.188442,-22.9489104,-43.1807636,2
384,22270970,17001150,-22.9557278,-43.1904547,-22.971622,-43.188442,-22.9505288,-43.1926064,0
385,22290020,17001150,-22.9541755,-43.182786,-22.971622,-43.188442,-22.9489104,-43.1807636,2
386,22280130,17001150,-22.9566339,-43.1821845,-22.971622,-43.188442,-22.9489104,-43.1807636,2
387,22260174,17001150,-22.9466812,-43.1943322,-22.971622,-43.188442,-22.9505288,-43.1926064,0
